surah_no,ayah_no_surah,surah_name_ar,ayah_ar,label,ayah_en,surah_name_en,surah_name_roman
83,14,سورة المطففين,كَلَّاۖ بَلۡۜ رَانَ عَلَىٰ قُلُوبِهِم مَّا كَانُواْ يَكۡسِبُونَ,anger,"But no! In fact, their hearts have been stained by all the evil they used to commit!",The Defrauding,Al-Mutaffifin
83,16,سورة المطففين,ثُمَّ إِنَّهُمۡ لَصَالُواْ ٱلۡجَحِيمِ,anger,"Moreover, they will surely burn in Hell,",The Defrauding,Al-Mutaffifin
83,4,سورة المطففين,أَلَا يَظُنُّ أُوْلَٰٓئِكَ أَنَّهُم مَّبۡعُوثُونَ,fear,Do such people not think that they will be resurrected,The Defrauding,Al-Mutaffifin
83,5,سورة المطففين,لِيَوۡمٍ عَظِيمٖ,fear,for a tremendous Day,The Defrauding,Al-Mutaffifin
83,6,سورة المطففين,يَوۡمَ يَقُومُ ٱلنَّاسُ لِرَبِّ ٱلۡعَٰلَمِينَ,fear,the Day all people will stand before the Lord of all worlds?,The Defrauding,Al-Mutaffifin
83,8,سورة المطففين,وَمَآ أَدۡرَىٰكَ مَا سِجِّينٞ,fear,and what will make you realize what Sijjin is?,The Defrauding,Al-Mutaffifin
83,15,سورة المطففين,كَلَّآ إِنَّهُمۡ عَن رَّبِّهِمۡ يَوۡمَئِذٖ لَّمَحۡجُوبُونَ,fear,"Undoubtedly, they will be sealed off from their Lord on that Day.",The Defrauding,Al-Mutaffifin
83,17,سورة المطففين,ثُمَّ يُقَالُ هَٰذَا ٱلَّذِي كُنتُم بِهِۦ تُكَذِّبُونَ,fear,"and then be told, This is what you used to deny.",The Defrauding,Al-Mutaffifin
83,29,سورة المطففين,إِنَّ ٱلَّذِينَ أَجۡرَمُواْ كَانُواْ مِنَ ٱلَّذِينَ ءَامَنُواْ يَضۡحَكُونَ,fear,"Indeed, the wicked used to laugh at the believers,",The Defrauding,Al-Mutaffifin
83,32,سورة المطففين,وَإِذَا رَأَوۡهُمۡ قَالُوٓاْ إِنَّ هَٰٓؤُلَآءِ لَضَآلُّونَ,fear,"And when they saw the faithful, they would say, These people are truly astray,",The Defrauding,Al-Mutaffifin
83,33,سورة المطففين,وَمَآ أُرۡسِلُواْ عَلَيۡهِمۡ حَٰفِظِينَ,fear,even though they were not sent as keepers over the believers.,The Defrauding,Al-Mutaffifin
83,36,سورة المطففين,هَلۡ ثُوِّبَ ٱلۡكُفَّارُ مَا كَانُواْ يَفۡعَلُونَ,fear,"The believers will be asked, Have the disbelievers not been paid back for what they used to do?",The Defrauding,Al-Mutaffifin
83,18,سورة المطففين,كَلَّآ إِنَّ كِتَٰبَ ٱلۡأَبۡرَارِ لَفِي عِلِّيِّينَ,joy,But no! The virtuous are certainly bound for Illiyn in elevated Gardens,The Defrauding,Al-Mutaffifin
83,21,سورة المطففين,يَشۡهَدُهُ ٱلۡمُقَرَّبُونَ,joy,witnessed by those nearest to Allah.,The Defrauding,Al-Mutaffifin
83,23,سورة المطففين,عَلَى ٱلۡأَرَآئِكِ يَنظُرُونَ,joy,"seated on canopied couches, gazing around.",The Defrauding,Al-Mutaffifin
83,24,سورة المطففين,تَعۡرِفُ فِي وُجُوهِهِمۡ نَضۡرَةَ ٱلنَّعِيمِ,joy,You will recognize on their faces the glow of delight.,The Defrauding,Al-Mutaffifin
82,9,سورة الانفطار,كَلَّا بَلۡ تُكَذِّبُونَ بِٱلدِّينِ,anger,"But no! In fact, you deny the final Judgment,",The Cleaving,Al-Infitar
82,14,سورة الانفطار,وَإِنَّ ٱلۡفُجَّارَ لَفِي جَحِيمٖ,anger,"and the wicked will be in Hell,",The Cleaving,Al-Infitar
82,19,سورة الانفطار,يَوۡمَ لَا تَمۡلِكُ نَفۡسٞ لِّنَفۡسٖ شَيۡـٔٗاۖ وَٱلۡأَمۡرُ يَوۡمَئِذٖ لِّلَّهِ,anger,"It is the Day no soul will be of any benefit to another whatsoever, for all authority on that Day belongs to Allah entirely.",The Cleaving,Al-Infitar
82,2,سورة الانفطار,وَإِذَا ٱلۡكَوَاكِبُ ٱنتَثَرَتۡ,fear,"and when the stars fall away,",The Cleaving,Al-Infitar
82,3,سورة الانفطار,وَإِذَا ٱلۡبِحَارُ فُجِّرَتۡ,fear,"and when the seas burst forth,",The Cleaving,Al-Infitar
82,5,سورة الانفطار,عَلِمَتۡ نَفۡسٞ مَّا قَدَّمَتۡ وَأَخَّرَتۡ,fear,then each soul will know what it has sent forth or left behind.,The Cleaving,Al-Infitar
82,10,سورة الانفطار,وَإِنَّ عَلَيۡكُمۡ لَحَٰفِظِينَ,fear,"while you are certainly observed by vigilant,",The Cleaving,Al-Infitar
82,16,سورة الانفطار,وَمَا هُمۡ عَنۡهَا بِغَآئِبِينَ,fear,and they will have no escape from it.,The Cleaving,Al-Infitar
82,11,سورة الانفطار,كِرَامٗا كَٰتِبِينَ,joy,"honourable angels, recording everything.",The Cleaving,Al-Infitar
82,13,سورة الانفطار,إِنَّ ٱلۡأَبۡرَارَ لَفِي نَعِيمٖ,joy,"Indeed, the virtuous will be in bliss,",The Cleaving,Al-Infitar
82,12,سورة الانفطار,يَعۡلَمُونَ مَا تَفۡعَلُونَ,sadness,They know whatever you do.,The Cleaving,Al-Infitar
81,10,سورة التكوير,وَإِذَا ٱلصُّحُفُ نُشِرَتۡ,fear,"and when the records of deeds are laid open,",The Overthrowing,At-Takwir
81,12,سورة التكوير,وَإِذَا ٱلۡجَحِيمُ سُعِّرَتۡ,fear,"and when the Hellfire is fiercely flared up,",The Overthrowing,At-Takwir
81,18,سورة التكوير,وَٱلصُّبۡحِ إِذَا تَنَفَّسَ,fear,and the day as it breaks!,The Overthrowing,At-Takwir
81,17,سورة التكوير,وَٱلَّيۡلِ إِذَا عَسۡعَسَ,joy,and the night as it falls,The Overthrowing,At-Takwir
81,20,سورة التكوير,ذِي قُوَّةٍ عِندَ ذِي ٱلۡعَرۡشِ مَكِينٖ,joy,"full of power, held in honour by the Lord of the Throne,",The Overthrowing,At-Takwir
81,28,سورة التكوير,لِمَن شَآءَ مِنكُمۡ أَن يَسۡتَقِيمَ,joy,to whoever of you wills to take the Straight Way.,The Overthrowing,At-Takwir
81,29,سورة التكوير,وَمَا تَشَآءُونَ إِلَّآ أَن يَشَآءَ ٱللَّهُ رَبُّ ٱلۡعَٰلَمِينَ,joy,"But you cannot will to do so, except by the Will of Allah, the Lord of all worlds.",The Overthrowing,At-Takwir
81,9,سورة التكوير,بِأَيِّ ذَنۢبٖ قُتِلَتۡ,sadness,"for what crime they were put to death,",The Overthrowing,At-Takwir
81,14,سورة التكوير,عَلِمَتۡ نَفۡسٞ مَّآ أَحۡضَرَتۡ,sadness,on that Day each soul will know what deeds it has brought along.,The Overthrowing,At-Takwir
81,24,سورة التكوير,وَمَا هُوَ عَلَى ٱلۡغَيۡبِ بِضَنِينٖ,sadness,and he does not withhold what is revealed to him of the unseen.,The Overthrowing,At-Takwir
80,17,سورة عبس,قُتِلَ ٱلۡإِنسَٰنُ مَآ أَكۡفَرَهُۥ,anger,Condemned are disbelieving humans! How ungrateful they are to Allah!,He Frowned,Abasa
80,42,سورة عبس,أُوْلَٰٓئِكَ هُمُ ٱلۡكَفَرَةُ ٱلۡفَجَرَةُ,anger,"those are the disbelievers, the wicked sinners.",He Frowned,Abasa
80,11,سورة عبس,كَلَّآ إِنَّهَا تَذۡكِرَةٞ,fear,But no! This revelation is truly a reminder.,He Frowned,Abasa
80,19,سورة عبس,مِن نُّطۡفَةٍ خَلَقَهُۥ فَقَدَّرَهُۥ,fear,"He created them from a spermdrop, and ordained their development.",He Frowned,Abasa
80,21,سورة عبس,ثُمَّ أَمَاتَهُۥ فَأَقۡبَرَهُۥ,fear,then causes them to die and be buried.,He Frowned,Abasa
80,23,سورة عبس,كَلَّا لَمَّا يَقۡضِ مَآ أَمَرَهُۥ,fear,But no! They have failed to comply with what He ordered.,He Frowned,Abasa
80,24,سورة عبس,فَلۡيَنظُرِ ٱلۡإِنسَٰنُ إِلَىٰ طَعَامِهِۦٓ,fear,Let people then consider their food:,He Frowned,Abasa
80,26,سورة عبس,ثُمَّ شَقَقۡنَا ٱلۡأَرۡضَ شَقّٗا,fear,"and meticulously split the earth open for sprouts,",He Frowned,Abasa
80,33,سورة عبس,فَإِذَا جَآءَتِ ٱلصَّآخَّةُ,fear,"Then, when the Deafening Blast comes to pass",He Frowned,Abasa
80,34,سورة عبس,يَوۡمَ يَفِرُّ ٱلۡمَرۡءُ مِنۡ أَخِيهِ,fear,"on that Day every person will flee from their own siblings,",He Frowned,Abasa
80,40,سورة عبس,وَوُجُوهٞ يَوۡمَئِذٍ عَلَيۡهَا غَبَرَةٞ,fear,"while other faces will be dusty,",He Frowned,Abasa
80,13,سورة عبس,فِي صُحُفٖ مُّكَرَّمَةٖ,joy,It is written on pages held in honour,He Frowned,Abasa
80,14,سورة عبس,مَّرۡفُوعَةٖ مُّطَهَّرَةِۭ,joy,"highly esteemed, purified",He Frowned,Abasa
80,15,سورة عبس,بِأَيۡدِي سَفَرَةٖ,joy,"by the hands of angelscribes,",He Frowned,Abasa
80,16,سورة عبس,كِرَامِۭ بَرَرَةٖ,joy,honourable and virtuous.,He Frowned,Abasa
80,30,سورة عبس,وَحَدَآئِقَ غُلۡبٗا,joy,"and dense orchards,",He Frowned,Abasa
80,31,سورة عبس,وَفَٰكِهَةٗ وَأَبّٗا,joy,and fruit and fodder,He Frowned,Abasa
80,38,سورة عبس,وُجُوهٞ يَوۡمَئِذٖ مُّسۡفِرَةٞ,joy,"On that Day some faces will be bright,",He Frowned,Abasa
80,39,سورة عبس,ضَاحِكَةٞ مُّسۡتَبۡشِرَةٞ,joy,"laughing and rejoicing,",He Frowned,Abasa
80,3,سورة عبس,وَمَا يُدۡرِيكَ لَعَلَّهُۥ يَزَّكَّىٰٓ,sadness,"You never know O Prophet, perhaps he may be purified,",He Frowned,Abasa
79,11,سورة النازعات,أَءِذَا كُنَّا عِظَٰمٗا نَّخِرَةٗ,anger,even after we have been reduced to decayed bones?,Those who drag forth,An-Nazi'at
79,17,سورة النازعات,ٱذۡهَبۡ إِلَىٰ فِرۡعَوۡنَ إِنَّهُۥ طَغَىٰ,anger,"commanding, Go to Pharaoh, for he has truly transgressed all bounds.",Those who drag forth,An-Nazi'at
79,22,سورة النازعات,ثُمَّ أَدۡبَرَ يَسۡعَىٰ,anger,"then turned his back, striving against the truth.",Those who drag forth,An-Nazi'at
79,23,سورة النازعات,فَحَشَرَ فَنَادَىٰ,anger,"Then he summoned his people and called out,",Those who drag forth,An-Nazi'at
79,24,سورة النازعات,فَقَالَ أَنَا۠ رَبُّكُمُ ٱلۡأَعۡلَىٰ,anger,"saying, I am your lord, the most high!",Those who drag forth,An-Nazi'at
79,1,سورة النازعات,وَٱلنَّٰزِعَٰتِ غَرۡقٗا,fear,"By those angels stripping out evil souls harshly,",Those who drag forth,An-Nazi'at
79,2,سورة النازعات,وَٱلنَّٰشِطَٰتِ نَشۡطٗا,fear,"and those pulling out good souls gently,",Those who drag forth,An-Nazi'at
79,6,سورة النازعات,يَوۡمَ تَرۡجُفُ ٱلرَّاجِفَةُ,fear,"Consider the Day when the quaking Blast will come to pass,",Those who drag forth,An-Nazi'at
79,7,سورة النازعات,تَتۡبَعُهَا ٱلرَّادِفَةُ,fear,followed by a second Blast.,Those who drag forth,An-Nazi'at
79,8,سورة النازعات,قُلُوبٞ يَوۡمَئِذٖ وَاجِفَةٌ,fear,"The deniers hearts on that Day will be trembling in horror,",Those who drag forth,An-Nazi'at
79,13,سورة النازعات,فَإِنَّمَا هِيَ زَجۡرَةٞ وَٰحِدَةٞ,fear,"But indeed, it will take only one mighty Blast,",Those who drag forth,An-Nazi'at
79,14,سورة النازعات,فَإِذَا هُم بِٱلسَّاهِرَةِ,fear,and at once they will be above ground.,Those who drag forth,An-Nazi'at
79,17,سورة النازعات,ٱذۡهَبۡ إِلَىٰ فِرۡعَوۡنَ إِنَّهُۥ طَغَىٰ,fear,"commanding, Go to Pharaoh, for he has truly transgressed all bounds.",Those who drag forth,An-Nazi'at
79,19,سورة النازعات,وَأَهۡدِيَكَ إِلَىٰ رَبِّكَ فَتَخۡشَىٰ,fear,and let me guide you to your Lord so that you will be in awe of Him?,Those who drag forth,An-Nazi'at
79,25,سورة النازعات,فَأَخَذَهُ ٱللَّهُ نَكَالَ ٱلۡأٓخِرَةِ وَٱلۡأُولَىٰٓ,fear,"So Allah overtook him, making him an example in this life and the next.",Those who drag forth,An-Nazi'at
79,27,سورة النازعات,ءَأَنتُمۡ أَشَدُّ خَلۡقًا أَمِ ٱلسَّمَآءُۚ بَنَىٰهَا,fear,"Which is harder to create: you or the sky? He built it,",Those who drag forth,An-Nazi'at
79,29,سورة النازعات,وَأَغۡطَشَ لَيۡلَهَا وَأَخۡرَجَ ضُحَىٰهَا,fear,"He dimmed its night, and brought forth its daylight.",Those who drag forth,An-Nazi'at
79,30,سورة النازعات,وَٱلۡأَرۡضَ بَعۡدَ ذَٰلِكَ دَحَىٰهَآ,fear,"As for the earth, He spread it out as well,",Those who drag forth,An-Nazi'at
79,35,سورة النازعات,يَوۡمَ يَتَذَكَّرُ ٱلۡإِنسَٰنُ مَا سَعَىٰ,fear,"the Day every person will remember all their striving,",Those who drag forth,An-Nazi'at
79,36,سورة النازعات,وَبُرِّزَتِ ٱلۡجَحِيمُ لِمَن يَرَىٰ,fear,and the Hellfire will be displayed for all to see,Those who drag forth,An-Nazi'at
79,42,سورة النازعات,يَسۡـَٔلُونَكَ عَنِ ٱلسَّاعَةِ أَيَّانَ مُرۡسَىٰهَا,fear,"They ask you O Prophet regarding the Hour, When will it be?",Those who drag forth,An-Nazi'at
79,44,سورة النازعات,إِلَىٰ رَبِّكَ مُنتَهَىٰهَآ,fear,That knowledge rests with your Lord alone.,Those who drag forth,An-Nazi'at
79,45,سورة النازعات,إِنَّمَآ أَنتَ مُنذِرُ مَن يَخۡشَىٰهَا,fear,Your duty is only to warn whoever is in awe of it.,Those who drag forth,An-Nazi'at
79,31,سورة النازعات,أَخۡرَجَ مِنۡهَا مَآءَهَا وَمَرۡعَىٰهَا,joy,bringing forth its water and pastures,Those who drag forth,An-Nazi'at
79,32,سورة النازعات,وَٱلۡجِبَالَ أَرۡسَىٰهَا,joy,and setting the mountains firmly upon it,Those who drag forth,An-Nazi'at
79,33,سورة النازعات,مَتَٰعٗا لَّكُمۡ وَلِأَنۡعَٰمِكُمۡ,joy,all as a means of sustenance for you and your animals.,Those who drag forth,An-Nazi'at
79,33,سورة النازعات,مَتَٰعٗا لَّكُمۡ وَلِأَنۡعَٰمِكُمۡ,joy,all as a means of sustenance for you and your animals.,Those who drag forth,An-Nazi'at
79,40,سورة النازعات,وَأَمَّا مَنۡ خَافَ مَقَامَ رَبِّهِۦ وَنَهَى ٱلنَّفۡسَ عَنِ ٱلۡهَوَىٰ,joy,"And as for those who were in awe of standing before their Lord and restrained themselves from evil desires,",Those who drag forth,An-Nazi'at
79,10,سورة النازعات,يَقُولُونَ أَءِنَّا لَمَرۡدُودُونَ فِي ٱلۡحَافِرَةِ,sadness,"But now they ask mockingly, Will we really be restored to our former state,",Those who drag forth,An-Nazi'at
79,12,سورة النازعات,قَالُواْ تِلۡكَ إِذٗا كَرَّةٌ خَاسِرَةٞ,sadness,"Adding, Then such a return would be a total loss for us!",Those who drag forth,An-Nazi'at
79,20,سورة النازعات,فَأَرَىٰهُ ٱلۡأٓيَةَ ٱلۡكُبۡرَىٰ,sadness,"Then Moses showed him the great sign,",Those who drag forth,An-Nazi'at
79,38,سورة النازعات,وَءَاثَرَ ٱلۡحَيَوٰةَ ٱلدُّنۡيَا,sadness,"and preferred the fleeting life of this world,",Those who drag forth,An-Nazi'at
79,46,سورة النازعات,كَأَنَّهُمۡ يَوۡمَ يَرَوۡنَهَا لَمۡ يَلۡبَثُوٓاْ إِلَّا عَشِيَّةً أَوۡ ضُحَىٰهَا,sadness,"On the Day they see it, it will be as if they had stayed in the world no more than one evening or its morning.",Those who drag forth,An-Nazi'at
78,12,سورة النبا,وَبَنَيۡنَا فَوۡقَكُمۡ سَبۡعٗا شِدَادٗا,anger,"and built above you seven mighty heavens,",The Tidings,An-Naba
78,27,سورة النبا,إِنَّهُمۡ كَانُواْ لَا يَرۡجُونَ حِسَابٗا,anger,"For they never expected any reckoning,",The Tidings,An-Naba
78,28,سورة النبا,وَكَذَّبُواْ بِـَٔايَٰتِنَا كِذَّابٗا,anger,and totally rejected Our signs.,The Tidings,An-Naba
78,1,سورة النبا,عَمَّ يَتَسَآءَلُونَ,fear,What are they asking one another about?,The Tidings,An-Naba
78,17,سورة النبا,إِنَّ يَوۡمَ ٱلۡفَصۡلِ كَانَ مِيقَٰتٗا,fear,"Indeed, the Day of Final Decision is an appointed time",The Tidings,An-Naba
78,19,سورة النبا,وَفُتِحَتِ ٱلسَّمَآءُ فَكَانَتۡ أَبۡوَٰبٗا,fear,"The sky will be split open, becoming many gates,",The Tidings,An-Naba
